,abb,median_days_open,month_id,state
1407,OH,8,2010_4,Ohio
1408,OK,42,2010_4,Oklahoma
1409,OR,18,2010_4,Oregon
1410,PA,32,2010_4,Pennsylvania
1411,RI,42,2010_4,Rhode Island
1412,SC,10,2010_4,South Carolina
1413,SD,24,2010_4,South Dakota
1414,TN,9,2010_4,Tennessee
1415,TX,32,2010_4,Texas
1416,UT,24,2010_4,Utah
1418,VT,15,2010_4,Vermont
1417,VA,27,2010_4,Virginia
1419,WA,34,2010_4,Washington
1421,WV,20,2010_4,West Virginia
1420,WI,61,2010_4,Wisconsin
1422,WY,24,2010_4,Wyoming
1424,AL,26,2010_5,Alabama
1423,AK,16,2010_5,Alaska
1426,AZ,13,2010_5,Arizona
1425,AR,36,2010_5,Arkansas
1427,CA,4,2010_5,California
1428,CO,20,2010_5,Colorado
1429,CT,19,2010_5,Connecticut
1431,DE,17,2010_5,Delaware
1430,DC,20,2010_5,District of Columbia
1432,FL,28,2010_5,Florida
1433,GA,30,2010_5,Georgia
1434,HI,28,2010_5,Hawaii
1436,ID,16,2010_5,Idaho
1437,IL,16,2010_5,Illinois
1438,IN,18,2010_5,Indiana
1435,IA,24,2010_5,Iowa
1439,KS,8,2010_5,Kansas
1440,KY,12,2010_5,Kentucky
1441,LA,12,2010_5,Louisiana
1444,ME,0,2010_5,Maine
1443,MD,33,2010_5,Maryland
1442,MA,24,2010_5,Massachusetts
1445,MI,12,2010_5,Michigan
1446,MN,26,2010_5,Minnesota
1448,MS,42,2010_5,Mississippi
1447,MO,26,2010_5,Missouri
1449,MT,0,2010_5,Montana
1452,NE,27,2010_5,Nebraska
1456,NV,25,2010_5,Nevada
1453,NH,13,2010_5,New Hampshire
1454,NJ,27,2010_5,New Jersey
1455,NM,36,2010_5,New Mexico
1457,NY,22,2010_5,New York
1450,NC,25,2010_5,North Carolina
1451,ND,30,2010_5,North Dakota
1458,OH,0,2010_5,Ohio
1459,OK,14,2010_5,Oklahoma
1460,OR,6,2010_5,Oregon
1461,PA,19,2010_5,Pennsylvania
1462,RI,2,2010_5,Rhode Island
1463,SC,8,2010_5,South Carolina
1464,SD,57,2010_5,South Dakota
1465,TN,10,2010_5,Tennessee
1466,TX,21,2010_5,Texas
1467,UT,14,2010_5,Utah
1469,VT,25,2010_5,Vermont
1468,VA,18,2010_5,Virginia
1470,WA,32,2010_5,Washington
1472,WV,70,2010_5,West Virginia
1471,WI,17,2010_5,Wisconsin
1473,WY,22,2010_5,Wyoming
1475,AL,1,2010_6,Alabama
1474,AK,1,2010_6,Alaska
1477,AZ,1,2010_6,Arizona
1476,AR,1,2010_6,Arkansas
1478,CA,1,2010_6,California
1479,CO,1,2010_6,Colorado
1480,CT,1,2010_6,Connecticut
1482,DE,1,2010_6,Delaware
1481,DC,1,2010_6,District of Columbia
1483,FL,1,2010_6,Florida
1484,GA,1,2010_6,Georgia
1485,HI,1,2010_6,Hawaii
1487,ID,30,2010_6,Idaho
1488,IL,1,2010_6,Illinois
1489,IN,1,2010_6,Indiana
1486,IA,1,2010_6,Iowa
1490,KS,1,2010_6,Kansas
1491,KY,1,2010_6,Kentucky
1492,LA,1,2010_6,Louisiana
1495,ME,1,2010_6,Maine
1494,MD,1,2010_6,Maryland
1493,MA,1,2010_6,Massachusetts
1496,MI,1,2010_6,Michigan
1497,MN,4,2010_6,Minnesota
1499,MS,1,2010_6,Mississippi
1498,MO,1,2010_6,Missouri
1500,MT,6,2010_6,Montana
1503,NE,1,2010_6,Nebraska
1507,NV,1,2010_6,Nevada
1504,NH,1,2010_6,New Hampshire
1505,NJ,1,2010_6,New Jersey
1506,NM,1,2010_6,New Mexico
1508,NY,2,2010_6,New York
1501,NC,1,2010_6,North Carolina
1502,ND,39,2010_6,North Dakota
1509,OH,1,2010_6,Ohio
1510,OK,1,2010_6,Oklahoma
1511,OR,1,2010_6,Oregon
1512,PA,1,2010_6,Pennsylvania
1513,RI,1,2010_6,Rhode Island
1514,SC,1,2010_6,South Carolina
1515,SD,1,2010_6,South Dakota
1516,TN,1,2010_6,Tennessee
1517,TX,1,2010_6,Texas
1518,UT,1,2010_6,Utah
1520,VT,1,2010_6,Vermont
1519,VA,1,2010_6,Virginia
1521,WA,1,2010_6,Washington
1523,WV,1,2010_6,West Virginia
1522,WI,1,2010_6,Wisconsin
1524,WY,1,2010_6,Wyoming
1526,AL,5,2010_7,Alabama
1525,AK,14,2010_7,Alaska
1528,AZ,6,2010_7,Arizona
1527,AR,6,2010_7,Arkansas
1529,CA,3,2010_7,California
1530,CO,11,2010_7,Colorado
1531,CT,2,2010_7,Connecticut
1533,DE,7,2010_7,Delaware
1532,DC,4,2010_7,District of Columbia
1534,FL,6,2010_7,Florida
1535,GA,5,2010_7,Georgia
1536,HI,59,2010_7,Hawaii
1538,ID,27,2010_7,Idaho
1539,IL,6,2010_7,Illinois
1540,IN,6,2010_7,Indiana
1537,IA,8,2010_7,Iowa
1541,KS,6,2010_7,Kansas
1542,KY,0,2010_7,Kentucky
1543,LA,7,2010_7,Louisiana
1546,ME,10,2010_7,Maine
1545,MD,12,2010_7,Maryland
1544,MA,4,2010_7,Massachusetts
1547,MI,6,2010_7,Michigan
1548,MN,16,2010_7,Minnesota
1550,MS,4,2010_7,Mississippi
1549,MO,6,2010_7,Missouri
1551,MT,0,2010_7,Montana
1554,NE,12,2010_7,Nebraska
1558,NV,23,2010_7,Nevada
1555,NH,4,2010_7,New Hampshire
1556,NJ,6,2010_7,New Jersey
1557,NM,35,2010_7,New Mexico
1559,NY,6,2010_7,New York
1552,NC,14,2010_7,North Carolina
1553,ND,17,2010_7,North Dakota
1560,OH,12,2010_7,Ohio
1561,OK,4,2010_7,Oklahoma
1562,OR,16,2010_7,Oregon
1563,PA,6,2010_7,Pennsylvania
1564,RI,3,2010_7,Rhode Island
1565,SC,4,2010_7,South Carolina
1566,SD,18,2010_7,South Dakota
1567,TN,5,2010_7,Tennessee
1568,TX,8,2010_7,Texas
1569,UT,8,2010_7,Utah
1571,VT,6,2010_7,Vermont
1570,VA,4,2010_7,Virginia
1572,WA,6,2010_7,Washington
1574,WV,39,2010_7,West Virginia
1573,WI,2,2010_7,Wisconsin
1575,WY,18,2010_7,Wyoming
1577,AL,17,2010_8,Alabama
1576,AK,39,2010_8,Alaska
1579,AZ,18,2010_8,Arizona
1578,AR,9,2010_8,Arkansas
1580,CA,5,2010_8,California
1581,CO,13,2010_8,Colorado
1582,CT,13,2010_8,Connecticut
1584,DE,27,2010_8,Delaware
1583,DC,0,2010_8,District of Columbia
1585,FL,22,2010_8,Florida
1586,GA,17,2010_8,Georgia
1587,HI,41,2010_8,Hawaii
1589,ID,38,2010_8,Idaho
1590,IL,36,2010_8,Illinois
1591,IN,34,2010_8,Indiana
1588,IA,15,2010_8,Iowa
1592,KS,15,2010_8,Kansas
1593,KY,25,2010_8,Kentucky
1594,LA,6,2010_8,Louisiana
1597,ME,40,2010_8,Maine
1596,MD,21,2010_8,Maryland
1595,MA,27,2010_8,Massachusetts
1598,MI,33,2010_8,Michigan
1599,MN,29,2010_8,Minnesota
1601,MS,20,2010_8,Mississippi
1600,MO,12,2010_8,Missouri
1602,MT,12,2010_8,Montana
1605,NE,13,2010_8,Nebraska
1609,NV,32,2010_8,Nevada
1606,NH,20,2010_8,New Hampshire
1607,NJ,29,2010_8,New Jersey
1608,NM,28,2010_8,New Mexico
1610,NY,23,2010_8,New York
1603,NC,22,2010_8,North Carolina
1604,ND,25,2010_8,North Dakota
1611,OH,28,2010_8,Ohio
1612,OK,11,2010_8,Oklahoma
1613,OR,0,2010_8,Oregon
1614,PA,28,2010_8,Pennsylvania
1615,RI,32,2010_8,Rhode Island
1616,SC,12,2010_8,South Carolina
1617,SD,39,2010_8,South Dakota
1618,TN,17,2010_8,Tennessee
1619,TX,17,2010_8,Texas
1620,UT,4,2010_8,Utah
1622,VT,23,2010_8,Vermont
1621,VA,10,2010_8,Virginia
1623,WA,24,2010_8,Washington
1625,WV,26,2010_8,West Virginia
1624,WI,10,2010_8,Wisconsin
1626,WY,11,2010_8,Wyoming
1628,AL,16,2010_9,Alabama
1627,AK,26,2010_9,Alaska
1630,AZ,25,2010_9,Arizona
1629,AR,14,2010_9,Arkansas
1631,CA,21,2010_9,California
1632,CO,22,2010_9,Colorado
1633,CT,44,2010_9,Connecticut
1635,DE,25,2010_9,Delaware
1634,DC,16,2010_9,District of Columbia
1636,FL,19,2010_9,Florida
1637,GA,22,2010_9,Georgia
1638,HI,52,2010_9,Hawaii
1640,ID,12,2010_9,Idaho
1641,IL,33,2010_9,Illinois
1642,IN,32,2010_9,Indiana
1639,IA,24,2010_9,Iowa
1643,KS,28,2010_9,Kansas
1644,KY,28,2010_9,Kentucky
1645,LA,22,2010_9,Louisiana
1648,ME,33,2010_9,Maine
1647,MD,20,2010_9,Maryland
1646,MA,36,2010_9,Massachusetts
1649,MI,30,2010_9,Michigan
1650,MN,27,2010_9,Minnesota
1652,MS,30,2010_9,Mississippi
1651,MO,19,2010_9,Missouri
1653,MT,14,2010_9,Montana
1656,NE,12,2010_9,Nebraska
1660,NV,27,2010_9,Nevada
1657,NH,46,2010_9,New Hampshire
1658,NJ,39,2010_9,New Jersey
1659,NM,12,2010_9,New Mexico
1661,NY,28,2010_9,New York
1654,NC,24,2010_9,North Carolina
1655,ND,11,2010_9,North Dakota
1662,OH,30,2010_9,Ohio
1663,OK,14,2010_9,Oklahoma
1664,OR,19,2010_9,Oregon
1665,PA,34,2010_9,Pennsylvania
1666,RI,49,2010_9,Rhode Island
1667,SC,8,2010_9,South Carolina
1668,SD,12,2010_9,South Dakota
1669,TN,15,2010_9,Tennessee
1670,TX,24,2010_9,Texas
1671,UT,28,2010_9,Utah
1673,VT,49,2010_9,Vermont
1672,VA,16,2010_9,Virginia
1674,WA,30,2010_9,Washington
1676,WV,28,2010_9,West Virginia
1675,WI,30,2010_9,Wisconsin
1677,WY,27,2010_9,Wyoming
1832,AL,21,2011_1,Alabama
1831,AK,30,2011_1,Alaska
1834,AZ,22,2011_1,Arizona
1833,AR,16,2011_1,Arkansas
1835,CA,32,2011_1,California
1836,CO,25,2011_1,Colorado
1837,CT,31,2011_1,Connecticut
1839,DE,28,2011_1,Delaware
1838,DC,14,2011_1,District of Columbia
1840,FL,25,2011_1,Florida
1841,GA,26,2011_1,Georgia
1842,HI,28,2011_1,Hawaii
1844,ID,21,2011_1,Idaho
1845,IL,30,2011_1,Illinois
1846,IN,16,2011_1,Indiana
1843,IA,28,2011_1,Iowa
1847,KS,21,2011_1,Kansas
1848,KY,16,2011_1,Kentucky
1849,LA,25,2011_1,Louisiana
1852,ME,57,2011_1,Maine
1851,MD,24,2011_1,Maryland
1850,MA,31,2011_1,Massachusetts
1853,MI,27,2011_1,Michigan
1854,MN,18,2011_1,Minnesota
1856,MS,12,2011_1,Mississippi
1855,MO,20,2011_1,Missouri
1857,MT,22,2011_1,Montana
1860,NE,16,2011_1,Nebraska
1864,NV,22,2011_1,Nevada
1861,NH,20,2011_1,New Hampshire
1862,NJ,28,2011_1,New Jersey
1863,NM,14,2011_1,New Mexico
1865,NY,30,2011_1,New York
1858,NC,16,2011_1,North Carolina
1859,ND,26,2011_1,North Dakota
1866,OH,21,2011_1,Ohio
1867,OK,25,2011_1,Oklahoma
1868,OR,47,2011_1,Oregon
1869,PA,27,2011_1,Pennsylvania
1870,RI,27,2011_1,Rhode Island
1871,SC,16,2011_1,South Carolina
1872,SD,30,2011_1,South Dakota
1873,TN,24,2011_1,Tennessee
1874,TX,26,2011_1,Texas
1875,UT,33,2011_1,Utah
1877,VT,22,2011_1,Vermont
1876,VA,12,2011_1,Virginia
1878,WA,32,2011_1,Washington
1880,WV,15,2011_1,West Virginia
1879,WI,29,2011_1,Wisconsin
1881,WY,23,2011_1,Wyoming
2291,AL,30,2011_10,Alabama
2290,AK,23,2011_10,Alaska
2293,AZ,24,2011_10,Arizona
2292,AR,19,2011_10,Arkansas
2294,CA,29,2011_10,California
2295,CO,23,2011_10,Colorado
2296,CT,39,2011_10,Connecticut
2298,DE,34,2011_10,Delaware
2297,DC,19,2011_10,District of Columbia
2299,FL,28,2011_10,Florida
2300,GA,34,2011_10,Georgia
2301,HI,44,2011_10,Hawaii
2303,ID,29,2011_10,Idaho
2304,IL,36,2011_10,Illinois
2305,IN,39,2011_10,Indiana
2302,IA,20,2011_10,Iowa
2306,KS,28,2011_10,Kansas
2307,KY,35,2011_10,Kentucky
2308,LA,26,2011_10,Louisiana
2311,ME,65,2011_10,Maine
2310,MD,26,2011_10,Maryland
2309,MA,39,2011_10,Massachusetts
2312,MI,26,2011_10,Michigan
2313,MN,13,2011_10,Minnesota
2315,MS,15,2011_10,Mississippi
2314,MO,27,2011_10,Missouri
2316,MT,8,2011_10,Montana
2319,NE,20,2011_10,Nebraska
2323,NV,22,2011_10,Nevada
2320,NH,91,2011_10,New Hampshire
2321,NJ,41,2011_10,New Jersey
2322,NM,18,2011_10,New Mexico
2324,NY,39,2011_10,New York
2317,NC,26,2011_10,North Carolina
2318,ND,11,2011_10,North Dakota
2325,OH,31,2011_10,Ohio
2326,OK,18,2011_10,Oklahoma
2327,OR,18,2011_10,Oregon
2328,PA,39,2011_10,Pennsylvania
2329,RI,29,2011_10,Rhode Island
2330,SC,29,2011_10,South Carolina
2331,SD,26,2011_10,South Dakota
2332,TN,30,2011_10,Tennessee
2333,TX,26,2011_10,Texas
2334,UT,29,2011_10,Utah
2336,VT,105,2011_10,Vermont
2335,VA,32,2011_10,Virginia
2337,WA,28,2011_10,Washington
2339,WV,27,2011_10,West Virginia
2338,WI,27,2011_10,Wisconsin
2340,WY,80,2011_10,Wyoming
2342,AL,22,2011_11,Alabama
2341,AK,12,2011_11,Alaska
2344,AZ,28,2011_11,Arizona
2343,AR,25,2011_11,Arkansas
2345,CA,33,2011_11,California
2346,CO,32,2011_11,Colorado
2347,CT,30,2011_11,Connecticut
2349,DE,29,2011_11,Delaware
2348,DC,25,2011_11,District of Columbia
2350,FL,32,2011_11,Florida
2351,GA,33,2011_11,Georgia
2352,HI,45,2011_11,Hawaii
2354,ID,31,2011_11,Idaho
2355,IL,33,2011_11,Illinois
2356,IN,33,2011_11,Indiana
2353,IA,28,2011_11,Iowa
2357,KS,17,2011_11,Kansas
2358,KY,27,2011_11,Kentucky
2359,LA,25,2011_11,Louisiana
2362,ME,31,2011_11,Maine
2361,MD,33,2011_11,Maryland
2360,MA,39,2011_11,Massachusetts
2363,MI,24,2011_11,Michigan
2364,MN,5,2011_11,Minnesota
2366,MS,60,2011_11,Mississippi
2365,MO,25,2011_11,Missouri
2367,MT,39,2011_11,Montana
2370,NE,28,2011_11,Nebraska
2374,NV,36,2011_11,Nevada
2371,NH,31,2011_11,New Hampshire
2372,NJ,41,2011_11,New Jersey
2373,NM,16,2011_11,New Mexico
2375,NY,43,2011_11,New York
2368,NC,22,2011_11,North Carolina
2369,ND,20,2011_11,North Dakota
2376,OH,27,2011_11,Ohio
2377,OK,16,2011_11,Oklahoma
2378,OR,58,2011_11,Oregon
2379,PA,34,2011_11,Pennsylvania
2380,RI,29,2011_11,Rhode Island
2381,SC,24,2011_11,South Carolina
2382,SD,16,2011_11,South Dakota
2383,TN,31,2011_11,Tennessee
2384,TX,32,2011_11,Texas
2385,UT,26,2011_11,Utah
2387,VT,29,2011_11,Vermont
2386,VA,28,2011_11,Virginia
2388,WA,32,2011_11,Washington
2390,WV,30,2011_11,West Virginia
2389,WI,12,2011_11,Wisconsin
2391,WY,19,2011_11,Wyoming
2393,AL,26,2011_12,Alabama
2392,AK,28,2011_12,Alaska
2395,AZ,27,2011_12,Arizona
2394,AR,26,2011_12,Arkansas
2396,CA,33,2011_12,California
2397,CO,24,2011_12,Colorado
2398,CT,28,2011_12,Connecticut
2400,DE,35,2011_12,Delaware
2399,DC,25,2011_12,District of Columbia
2401,FL,32,2011_12,Florida
2402,GA,33,2011_12,Georgia
2403,HI,43,2011_12,Hawaii
2405,ID,14,2011_12,Idaho
2406,IL,33,2011_12,Illinois
2407,IN,27,2011_12,Indiana
2404,IA,30,2011_12,Iowa
2408,KS,24,2011_12,Kansas
2409,KY,21,2011_12,Kentucky
2410,LA,23,2011_12,Louisiana
2413,ME,27,2011_12,Maine
2412,MD,26,2011_12,Maryland
2411,MA,34,2011_12,Massachusetts
2414,MI,35,2011_12,Michigan
2415,MN,9,2011_12,Minnesota
2417,MS,20,2011_12,Mississippi
2416,MO,27,2011_12,Missouri
2418,MT,32,2011_12,Montana
2421,NE,28,2011_12,Nebraska
2425,NV,26,2011_12,Nevada
2422,NH,32,2011_12,New Hampshire
2423,NJ,40,2011_12,New Jersey
2424,NM,18,2011_12,New Mexico
2426,NY,39,2011_12,New York
2419,NC,26,2011_12,North Carolina
2420,ND,26,2011_12,North Dakota
2427,OH,29,2011_12,Ohio
2428,OK,20,2011_12,Oklahoma
2429,OR,17,2011_12,Oregon
2430,PA,33,2011_12,Pennsylvania
2431,RI,54,2011_12,Rhode Island
2432,SC,27,2011_12,South Carolina
2433,SD,20,2011_12,South Dakota
2434,TN,25,2011_12,Tennessee
2435,TX,28,2011_12,Texas
2436,UT,26,2011_12,Utah
2438,VT,32,2011_12,Vermont
2437,VA,36,2011_12,Virginia
2439,WA,31,2011_12,Washington
2441,WV,34,2011_12,West Virginia
2440,WI,25,2011_12,Wisconsin
2442,WY,21,2011_12,Wyoming
1883,AL,6,2011_2,Alabama
1882,AK,19,2011_2,Alaska
1885,AZ,26,2011_2,Arizona
1884,AR,20,2011_2,Arkansas
1886,CA,25,2011_2,California
1887,CO,20,2011_2,Colorado
1888,CT,30,2011_2,Connecticut
1890,DE,23,2011_2,Delaware
1889,DC,17,2011_2,District of Columbia
1891,FL,28,2011_2,Florida
1892,GA,24,2011_2,Georgia
1893,HI,29,2011_2,Hawaii
1895,ID,24,2011_2,Idaho
1896,IL,25,2011_2,Illinois
1897,IN,27,2011_2,Indiana
1894,IA,17,2011_2,Iowa
1898,KS,34,2011_2,Kansas
1899,KY,27,2011_2,Kentucky
1900,LA,19,2011_2,Louisiana
1903,ME,24,2011_2,Maine
1902,MD,24,2011_2,Maryland
1901,MA,29,2011_2,Massachusetts
1904,MI,18,2011_2,Michigan
1905,MN,8,2011_2,Minnesota
1907,MS,18,2011_2,Mississippi
1906,MO,21,2011_2,Missouri
1908,MT,36,2011_2,Montana
1911,NE,20,2011_2,Nebraska
1915,NV,26,2011_2,Nevada
1912,NH,42,2011_2,New Hampshire
1913,NJ,28,2011_2,New Jersey
1914,NM,15,2011_2,New Mexico
1916,NY,30,2011_2,New York
1909,NC,25,2011_2,North Carolina
1910,ND,14,2011_2,North Dakota
1917,OH,28,2011_2,Ohio
1918,OK,26,2011_2,Oklahoma
1919,OR,17,2011_2,Oregon
1920,PA,28,2011_2,Pennsylvania
1921,RI,26,2011_2,Rhode Island
1922,SC,12,2011_2,South Carolina
1923,SD,27,2011_2,South Dakota
1924,TN,21,2011_2,Tennessee
1925,TX,24,2011_2,Texas
1926,UT,27,2011_2,Utah
1928,VT,14,2011_2,Vermont
1927,VA,10,2011_2,Virginia
1929,WA,32,2011_2,Washington
1931,WV,11,2011_2,West Virginia
1930,WI,26,2011_2,Wisconsin
1932,WY,19,2011_2,Wyoming
1934,AL,13,2011_3,Alabama
1933,AK,32,2011_3,Alaska
1936,AZ,22,2011_3,Arizona
1935,AR,30,2011_3,Arkansas
1937,CA,24,2011_3,California
1938,CO,24,2011_3,Colorado
1939,CT,29,2011_3,Connecticut
1941,DE,38,2011_3,Delaware
1940,DC,12,2011_3,District of Columbia
1942,FL,27,2011_3,Florida
1943,GA,27,2011_3,Georgia
1944,HI,14,2011_3,Hawaii
1946,ID,24,2011_3,Idaho
1947,IL,30,2011_3,Illinois
1948,IN,27,2011_3,Indiana
1945,IA,24,2011_3,Iowa
1949,KS,17,2011_3,Kansas
1950,KY,21,2011_3,Kentucky
1951,LA,24,2011_3,Louisiana
1954,ME,37,2011_3,Maine
1953,MD,22,2011_3,Maryland
1952,MA,34,2011_3,Massachusetts
1955,MI,27,2011_3,Michigan
1956,MN,10,2011_3,Minnesota
1958,MS,27,2011_3,Mississippi
1957,MO,22,2011_3,Missouri
1959,MT,24,2011_3,Montana
1962,NE,22,2011_3,Nebraska
1966,NV,26,2011_3,Nevada
1963,NH,20,2011_3,New Hampshire
1964,NJ,32,2011_3,New Jersey
1965,NM,24,2011_3,New Mexico
1967,NY,29,2011_3,New York
1960,NC,26,2011_3,North Carolina
1961,ND,8,2011_3,North Dakota
1968,OH,29,2011_3,Ohio
1969,OK,15,2011_3,Oklahoma
1970,OR,24,2011_3,Oregon
1971,PA,30,2011_3,Pennsylvania
1972,RI,13,2011_3,Rhode Island
1973,SC,22,2011_3,South Carolina
1974,SD,20,2011_3,South Dakota
1975,TN,21,2011_3,Tennessee
1976,TX,24,2011_3,Texas
1977,UT,22,2011_3,Utah
1979,VT,28,2011_3,Vermont
1978,VA,19,2011_3,Virginia
1980,WA,23,2011_3,Washington
1982,WV,26,2011_3,West Virginia
1981,WI,24,2011_3,Wisconsin
1983,WY,32,2011_3,Wyoming
1985,AL,20,2011_4,Alabama
1984,AK,16,2011_4,Alaska
1987,AZ,24,2011_4,Arizona
1986,AR,16,2011_4,Arkansas
1988,CA,29,2011_4,California
1989,CO,24,2011_4,Colorado
1990,CT,41,2011_4,Connecticut
1992,DE,27,2011_4,Delaware
1991,DC,12,2011_4,District of Columbia
1993,FL,28,2011_4,Florida
1994,GA,28,2011_4,Georgia
1995,HI,74,2011_4,Hawaii
1997,ID,49,2011_4,Idaho
1998,IL,29,2011_4,Illinois
1999,IN,25,2011_4,Indiana
1996,IA,21,2011_4,Iowa
2000,KS,19,2011_4,Kansas
2001,KY,37,2011_4,Kentucky
2002,LA,14,2011_4,Louisiana
2005,ME,74,2011_4,Maine
2004,MD,28,2011_4,Maryland
2003,MA,47,2011_4,Massachusetts
2006,MI,30,2011_4,Michigan
2007,MN,6,2011_4,Minnesota
2009,MS,14,2011_4,Mississippi
2008,MO,32,2011_4,Missouri
2010,MT,67,2011_4,Montana
2013,NE,15,2011_4,Nebraska
2017,NV,30,2011_4,Nevada
2014,NH,53,2011_4,New Hampshire
2015,NJ,33,2011_4,New Jersey
2016,NM,17,2011_4,New Mexico
2018,NY,36,2011_4,New York
2011,NC,26,2011_4,North Carolina
2012,ND,8,2011_4,North Dakota
2019,OH,26,2011_4,Ohio
2020,OK,19,2011_4,Oklahoma
2021,OR,23,2011_4,Oregon
2022,PA,32,2011_4,Pennsylvania
2023,RI,22,2011_4,Rhode Island
2024,SC,22,2011_4,South Carolina
2025,SD,26,2011_4,South Dakota
2026,TN,28,2011_4,Tennessee
2027,TX,26,2011_4,Texas
2028,UT,29,2011_4,Utah
2030,VT,148,2011_4,Vermont
2029,VA,21,2011_4,Virginia
2031,WA,23,2011_4,Washington
2033,WV,26,2011_4,West Virginia
2032,WI,22,2011_4,Wisconsin
2034,WY,18,2011_4,Wyoming
2036,AL,28,2011_5,Alabama
2035,AK,22,2011_5,Alaska
2038,AZ,22,2011_5,Arizona
2037,AR,15,2011_5,Arkansas
2039,CA,28,2011_5,California
2040,CO,24,2011_5,Colorado
2041,CT,37,2011_5,Connecticut
2043,DE,28,2011_5,Delaware
2042,DC,13,2011_5,District of Columbia
2044,FL,28,2011_5,Florida
2045,GA,28,2011_5,Georgia
2046,HI,32,2011_5,Hawaii
2048,ID,28,2011_5,Idaho
2049,IL,29,2011_5,Illinois
2050,IN,26,2011_5,Indiana
2047,IA,27,2011_5,Iowa
2051,KS,27,2011_5,Kansas
2052,KY,27,2011_5,Kentucky
2053,LA,24,2011_5,Louisiana
2056,ME,28,2011_5,Maine
2055,MD,29,2011_5,Maryland
2054,MA,28,2011_5,Massachusetts
2057,MI,28,2011_5,Michigan
2058,MN,18,2011_5,Minnesota
2060,MS,16,2011_5,Mississippi
2059,MO,28,2011_5,Missouri
2061,MT,34,2011_5,Montana
2064,NE,18,2011_5,Nebraska
2068,NV,31,2011_5,Nevada
2065,NH,29,2011_5,New Hampshire
2066,NJ,36,2011_5,New Jersey
2067,NM,20,2011_5,New Mexico
2069,NY,34,2011_5,New York
2062,NC,24,2011_5,North Carolina
2063,ND,21,2011_5,North Dakota
2070,OH,28,2011_5,Ohio
2071,OK,18,2011_5,Oklahoma
2072,OR,27,2011_5,Oregon
2073,PA,33,2011_5,Pennsylvania
2074,RI,4,2011_5,Rhode Island
2075,SC,12,2011_5,South Carolina
2076,SD,27,2011_5,South Dakota
2077,TN,17,2011_5,Tennessee
2078,TX,27,2011_5,Texas
2079,UT,52,2011_5,Utah
2081,VT,28,2011_5,Vermont
2080,VA,20,2011_5,Virginia
2082,WA,26,2011_5,Washington
2084,WV,28,2011_5,West Virginia
2083,WI,14,2011_5,Wisconsin
2085,WY,20,2011_5,Wyoming
2087,AL,26,2011_6,Alabama
2086,AK,32,2011_6,Alaska
2089,AZ,25,2011_6,Arizona
2088,AR,20,2011_6,Arkansas
2090,CA,28,2011_6,California
2091,CO,26,2011_6,Colorado
2092,CT,32,2011_6,Connecticut
2094,DE,30,2011_6,Delaware
2093,DC,10,2011_6,District of Columbia
2095,FL,28,2011_6,Florida
2096,GA,27,2011_6,Georgia
2097,HI,27,2011_6,Hawaii
2099,ID,27,2011_6,Idaho
2100,IL,29,2011_6,Illinois
2101,IN,28,2011_6,Indiana
2098,IA,26,2011_6,Iowa
2102,KS,25,2011_6,Kansas
2103,KY,33,2011_6,Kentucky
2104,LA,27,2011_6,Louisiana
2107,ME,39,2011_6,Maine
2106,MD,28,2011_6,Maryland
2105,MA,34,2011_6,Massachusetts
2108,MI,26,2011_6,Michigan
2109,MN,17,2011_6,Minnesota
2111,MS,15,2011_6,Mississippi
2110,MO,29,2011_6,Missouri
2112,MT,30,2011_6,Montana
2115,NE,24,2011_6,Nebraska
2119,NV,28,2011_6,Nevada
2116,NH,29,2011_6,New Hampshire
2117,NJ,40,2011_6,New Jersey
2118,NM,23,2011_6,New Mexico
2120,NY,38,2011_6,New York
2113,NC,22,2011_6,North Carolina
2114,ND,27,2011_6,North Dakota
2121,OH,28,2011_6,Ohio
2122,OK,24,2011_6,Oklahoma
2123,OR,25,2011_6,Oregon
2124,PA,31,2011_6,Pennsylvania
2125,RI,30,2011_6,Rhode Island
2126,SC,27,2011_6,South Carolina
2127,SD,27,2011_6,South Dakota
2128,TN,13,2011_6,Tennessee
2129,TX,30,2011_6,Texas
2130,UT,28,2011_6,Utah
2132,VT,26,2011_6,Vermont
2131,VA,27,2011_6,Virginia
2133,WA,27,2011_6,Washington
2135,WV,26,2011_6,West Virginia
2134,WI,28,2011_6,Wisconsin
2136,WY,26,2011_6,Wyoming
2138,AL,27,2011_7,Alabama
2137,AK,27,2011_7,Alaska
2140,AZ,26,2011_7,Arizona
2139,AR,18,2011_7,Arkansas
2141,CA,27,2011_7,California
2142,CO,27,2011_7,Colorado
2143,CT,32,2011_7,Connecticut
2145,DE,29,2011_7,Delaware
2144,DC,20,2011_7,District of Columbia
2146,FL,28,2011_7,Florida
2147,GA,28,2011_7,Georgia
2148,HI,26,2011_7,Hawaii
2150,ID,26,2011_7,Idaho
2151,IL,29,2011_7,Illinois
2152,IN,28,2011_7,Indiana
2149,IA,24,2011_7,Iowa
2153,KS,27,2011_7,Kansas
2154,KY,29,2011_7,Kentucky
2155,LA,26,2011_7,Louisiana
2158,ME,27,2011_7,Maine
2157,MD,27,2011_7,Maryland
2156,MA,30,2011_7,Massachusetts
2159,MI,26,2011_7,Michigan
2160,MN,17,2011_7,Minnesota
2162,MS,18,2011_7,Mississippi
2161,MO,29,2011_7,Missouri
2163,MT,25,2011_7,Montana
2166,NE,21,2011_7,Nebraska
