,abb,median_days_open,month_id,state
1194,MS,57,2009_12,Mississippi
1193,MO,37,2009_12,Missouri
1195,MT,47,2009_12,Montana
1198,NE,27,2009_12,Nebraska
1202,NV,31,2009_12,Nevada
1199,NH,0,2009_12,New Hampshire
1200,NJ,21,2009_12,New Jersey
1201,NM,22,2009_12,New Mexico
1203,NY,1,2009_12,New York
1196,NC,26,2009_12,North Carolina
1197,ND,10,2009_12,North Dakota
1204,OH,0,2009_12,Ohio
1205,OK,22,2009_12,Oklahoma
1206,OR,25,2009_12,Oregon
1207,PA,20,2009_12,Pennsylvania
1208,RI,32,2009_12,Rhode Island
1209,SC,0,2009_12,South Carolina
1210,SD,26,2009_12,South Dakota
1211,TN,29,2009_12,Tennessee
1212,TX,16,2009_12,Texas
1213,UT,28,2009_12,Utah
1215,VT,0,2009_12,Vermont
1214,VA,0,2009_12,Virginia
1216,WA,6,2009_12,Washington
1218,WV,49,2009_12,West Virginia
1217,WI,57,2009_12,Wisconsin
1219,WY,10,2009_12,Wyoming
662,AL,0,2009_2,Alabama
661,AK,5,2009_2,Alaska
664,AZ,6,2009_2,Arizona
663,AR,7,2009_2,Arkansas
665,CA,0,2009_2,California
666,CO,6,2009_2,Colorado
667,CT,4,2009_2,Connecticut
669,DE,12,2009_2,Delaware
668,DC,2,2009_2,District of Columbia
670,FL,4,2009_2,Florida
671,GA,6,2009_2,Georgia
672,HI,0,2009_2,Hawaii
674,ID,18,2009_2,Idaho
675,IL,0,2009_2,Illinois
676,IN,8,2009_2,Indiana
673,IA,1,2009_2,Iowa
677,KS,0,2009_2,Kansas
678,KY,9,2009_2,Kentucky
679,LA,0,2009_2,Louisiana
682,ME,0,2009_2,Maine
681,MD,8,2009_2,Maryland
680,MA,6,2009_2,Massachusetts
683,MI,10,2009_2,Michigan
684,MN,6,2009_2,Minnesota
686,MS,12,2009_2,Mississippi
685,MO,2,2009_2,Missouri
689,NE,14,2009_2,Nebraska
693,NV,6,2009_2,Nevada
690,NH,0,2009_2,New Hampshire
691,NJ,8,2009_2,New Jersey
692,NM,5,2009_2,New Mexico
694,NY,2,2009_2,New York
687,NC,2,2009_2,North Carolina
688,ND,12,2009_2,North Dakota
695,OH,2,2009_2,Ohio
696,OK,0,2009_2,Oklahoma
697,OR,2,2009_2,Oregon
698,PA,8,2009_2,Pennsylvania
699,RI,4,2009_2,Rhode Island
700,SC,8,2009_2,South Carolina
701,SD,3,2009_2,South Dakota
702,TN,6,2009_2,Tennessee
703,TX,9,2009_2,Texas
704,UT,8,2009_2,Utah
706,VT,0,2009_2,Vermont
705,VA,4,2009_2,Virginia
707,WA,4,2009_2,Washington
709,WV,14,2009_2,West Virginia
708,WI,4,2009_2,Wisconsin
710,WY,9,2009_2,Wyoming
0,MT,0,2009_2,Montana
712,AL,12,2009_3,Alabama
711,AK,24,2009_3,Alaska
714,AZ,22,2009_3,Arizona
713,AR,13,2009_3,Arkansas
715,CA,8,2009_3,California
716,CO,16,2009_3,Colorado
717,CT,17,2009_3,Connecticut
719,DE,8,2009_3,Delaware
718,DC,4,2009_3,District of Columbia
720,FL,10,2009_3,Florida
721,GA,10,2009_3,Georgia
722,HI,5,2009_3,Hawaii
724,ID,25,2009_3,Idaho
725,IL,15,2009_3,Illinois
726,IN,21,2009_3,Indiana
723,IA,34,2009_3,Iowa
727,KS,0,2009_3,Kansas
728,KY,15,2009_3,Kentucky
729,LA,23,2009_3,Louisiana
732,ME,0,2009_3,Maine
731,MD,25,2009_3,Maryland
730,MA,15,2009_3,Massachusetts
733,MI,17,2009_3,Michigan
734,MN,13,2009_3,Minnesota
736,MS,32,2009_3,Mississippi
735,MO,18,2009_3,Missouri
737,MT,23,2009_3,Montana
740,NE,4,2009_3,Nebraska
744,NV,19,2009_3,Nevada
741,NH,0,2009_3,New Hampshire
742,NJ,26,2009_3,New Jersey
743,NM,10,2009_3,New Mexico
745,NY,16,2009_3,New York
738,NC,9,2009_3,North Carolina
739,ND,26,2009_3,North Dakota
746,OH,12,2009_3,Ohio
747,OK,0,2009_3,Oklahoma
748,OR,17,2009_3,Oregon
749,PA,23,2009_3,Pennsylvania
750,RI,9,2009_3,Rhode Island
751,SC,2,2009_3,South Carolina
752,SD,8,2009_3,South Dakota
753,TN,18,2009_3,Tennessee
754,TX,17,2009_3,Texas
755,UT,27,2009_3,Utah
757,VT,0,2009_3,Vermont
756,VA,8,2009_3,Virginia
758,WA,10,2009_3,Washington
760,WV,13,2009_3,West Virginia
759,WI,25,2009_3,Wisconsin
761,WY,12,2009_3,Wyoming
763,AL,22,2009_4,Alabama
762,AK,13,2009_4,Alaska
765,AZ,15,2009_4,Arizona
764,AR,11,2009_4,Arkansas
766,CA,2,2009_4,California
767,CO,17,2009_4,Colorado
768,CT,13,2009_4,Connecticut
770,DE,14,2009_4,Delaware
769,DC,7,2009_4,District of Columbia
771,FL,6,2009_4,Florida
772,GA,9,2009_4,Georgia
773,HI,13,2009_4,Hawaii
775,ID,15,2009_4,Idaho
776,IL,6,2009_4,Illinois
777,IN,12,2009_4,Indiana
774,IA,30,2009_4,Iowa
778,KS,0,2009_4,Kansas
779,KY,21,2009_4,Kentucky
780,LA,22,2009_4,Louisiana
783,ME,0,2009_4,Maine
782,MD,13,2009_4,Maryland
781,MA,8,2009_4,Massachusetts
784,MI,13,2009_4,Michigan
785,MN,19,2009_4,Minnesota
787,MS,13,2009_4,Mississippi
786,MO,13,2009_4,Missouri
788,MT,13,2009_4,Montana
791,NE,7,2009_4,Nebraska
795,NV,33,2009_4,Nevada
792,NH,0,2009_4,New Hampshire
793,NJ,27,2009_4,New Jersey
794,NM,12,2009_4,New Mexico
796,NY,19,2009_4,New York
789,NC,12,2009_4,North Carolina
790,ND,7,2009_4,North Dakota
797,OH,4,2009_4,Ohio
798,OK,0,2009_4,Oklahoma
799,OR,8,2009_4,Oregon
800,PA,18,2009_4,Pennsylvania
801,RI,13,2009_4,Rhode Island
802,SC,8,2009_4,South Carolina
803,SD,4,2009_4,South Dakota
804,TN,16,2009_4,Tennessee
805,TX,12,2009_4,Texas
806,UT,19,2009_4,Utah
808,VT,13,2009_4,Vermont
807,VA,9,2009_4,Virginia
809,WA,6,2009_4,Washington
811,WV,13,2009_4,West Virginia
810,WI,32,2009_4,Wisconsin
812,WY,16,2009_4,Wyoming
814,AL,15,2009_5,Alabama
813,AK,21,2009_5,Alaska
816,AZ,13,2009_5,Arizona
815,AR,9,2009_5,Arkansas
817,CA,4,2009_5,California
818,CO,11,2009_5,Colorado
819,CT,16,2009_5,Connecticut
821,DE,10,2009_5,Delaware
820,DC,0,2009_5,District of Columbia
822,FL,13,2009_5,Florida
823,GA,22,2009_5,Georgia
824,HI,0,2009_5,Hawaii
826,ID,23,2009_5,Idaho
827,IL,13,2009_5,Illinois
828,IN,17,2009_5,Indiana
825,IA,26,2009_5,Iowa
829,KS,9,2009_5,Kansas
830,KY,22,2009_5,Kentucky
831,LA,19,2009_5,Louisiana
834,ME,0,2009_5,Maine
833,MD,20,2009_5,Maryland
832,MA,6,2009_5,Massachusetts
835,MI,24,2009_5,Michigan
836,MN,8,2009_5,Minnesota
838,MS,31,2009_5,Mississippi
837,MO,27,2009_5,Missouri
839,MT,15,2009_5,Montana
842,NE,24,2009_5,Nebraska
846,NV,22,2009_5,Nevada
843,NH,0,2009_5,New Hampshire
844,NJ,20,2009_5,New Jersey
845,NM,6,2009_5,New Mexico
847,NY,21,2009_5,New York
840,NC,16,2009_5,North Carolina
841,ND,10,2009_5,North Dakota
848,OH,7,2009_5,Ohio
849,OK,17,2009_5,Oklahoma
850,OR,17,2009_5,Oregon
851,PA,17,2009_5,Pennsylvania
852,RI,45,2009_5,Rhode Island
853,SC,21,2009_5,South Carolina
854,SD,27,2009_5,South Dakota
855,TN,8,2009_5,Tennessee
856,TX,13,2009_5,Texas
857,UT,26,2009_5,Utah
859,VT,0,2009_5,Vermont
858,VA,2,2009_5,Virginia
860,WA,19,2009_5,Washington
862,WV,42,2009_5,West Virginia
861,WI,32,2009_5,Wisconsin
0,WY,0,2009_5,Wyoming
864,AL,9,2009_6,Alabama
863,AK,24,2009_6,Alaska
866,AZ,13,2009_6,Arizona
865,AR,16,2009_6,Arkansas
867,CA,4,2009_6,California
868,CO,12,2009_6,Colorado
869,CT,24,2009_6,Connecticut
871,DE,10,2009_6,Delaware
870,DC,7,2009_6,District of Columbia
872,FL,12,2009_6,Florida
873,GA,19,2009_6,Georgia
874,HI,27,2009_6,Hawaii
876,ID,13,2009_6,Idaho
877,IL,7,2009_6,Illinois
878,IN,13,2009_6,Indiana
875,IA,8,2009_6,Iowa
879,KS,15,2009_6,Kansas
880,KY,15,2009_6,Kentucky
881,LA,22,2009_6,Louisiana
884,ME,26,2009_6,Maine
883,MD,22,2009_6,Maryland
882,MA,8,2009_6,Massachusetts
885,MI,12,2009_6,Michigan
886,MN,10,2009_6,Minnesota
888,MS,22,2009_6,Mississippi
887,MO,19,2009_6,Missouri
889,MT,4,2009_6,Montana
892,NE,21,2009_6,Nebraska
896,NV,18,2009_6,Nevada
893,NH,13,2009_6,New Hampshire
894,NJ,16,2009_6,New Jersey
895,NM,2,2009_6,New Mexico
897,NY,16,2009_6,New York
890,NC,15,2009_6,North Carolina
891,ND,16,2009_6,North Dakota
898,OH,13,2009_6,Ohio
899,OK,33,2009_6,Oklahoma
900,OR,26,2009_6,Oregon
901,PA,17,2009_6,Pennsylvania
902,RI,15,2009_6,Rhode Island
903,SC,24,2009_6,South Carolina
904,SD,5,2009_6,South Dakota
905,TN,26,2009_6,Tennessee
906,TX,14,2009_6,Texas
907,UT,22,2009_6,Utah
909,VT,0,2009_6,Vermont
908,VA,0,2009_6,Virginia
910,WA,15,2009_6,Washington
912,WV,15,2009_6,West Virginia
911,WI,24,2009_6,Wisconsin
913,WY,12,2009_6,Wyoming
915,AL,26,2009_7,Alabama
914,AK,6,2009_7,Alaska
917,AZ,17,2009_7,Arizona
916,AR,8,2009_7,Arkansas
918,CA,2,2009_7,California
919,CO,16,2009_7,Colorado
920,CT,8,2009_7,Connecticut
922,DE,12,2009_7,Delaware
921,DC,21,2009_7,District of Columbia
923,FL,15,2009_7,Florida
924,GA,14,2009_7,Georgia
925,HI,30,2009_7,Hawaii
927,ID,43,2009_7,Idaho
928,IL,16,2009_7,Illinois
929,IN,21,2009_7,Indiana
926,IA,14,2009_7,Iowa
930,KS,25,2009_7,Kansas
931,KY,26,2009_7,Kentucky
932,LA,28,2009_7,Louisiana
935,ME,15,2009_7,Maine
934,MD,24,2009_7,Maryland
933,MA,12,2009_7,Massachusetts
936,MI,28,2009_7,Michigan
937,MN,2,2009_7,Minnesota
939,MS,24,2009_7,Mississippi
938,MO,26,2009_7,Missouri
940,MT,18,2009_7,Montana
943,NE,32,2009_7,Nebraska
947,NV,24,2009_7,Nevada
944,NH,12,2009_7,New Hampshire
945,NJ,24,2009_7,New Jersey
946,NM,22,2009_7,New Mexico
948,NY,28,2009_7,New York
941,NC,18,2009_7,North Carolina
942,ND,18,2009_7,North Dakota
949,OH,9,2009_7,Ohio
950,OK,0,2009_7,Oklahoma
951,OR,24,2009_7,Oregon
952,PA,10,2009_7,Pennsylvania
953,RI,44,2009_7,Rhode Island
954,SC,19,2009_7,South Carolina
955,SD,9,2009_7,South Dakota
956,TN,33,2009_7,Tennessee
957,TX,12,2009_7,Texas
958,UT,19,2009_7,Utah
960,VT,11,2009_7,Vermont
959,VA,0,2009_7,Virginia
961,WA,17,2009_7,Washington
963,WV,34,2009_7,West Virginia
962,WI,24,2009_7,Wisconsin
964,WY,43,2009_7,Wyoming
966,AL,20,2009_8,Alabama
965,AK,28,2009_8,Alaska
968,AZ,15,2009_8,Arizona
967,AR,5,2009_8,Arkansas
969,CA,0,2009_8,California
970,CO,14,2009_8,Colorado
971,CT,6,2009_8,Connecticut
973,DE,12,2009_8,Delaware
972,DC,12,2009_8,District of Columbia
974,FL,16,2009_8,Florida
975,GA,10,2009_8,Georgia
976,HI,12,2009_8,Hawaii
978,ID,32,2009_8,Idaho
979,IL,19,2009_8,Illinois
980,IN,24,2009_8,Indiana
977,IA,34,2009_8,Iowa
981,KS,30,2009_8,Kansas
982,KY,42,2009_8,Kentucky
983,LA,18,2009_8,Louisiana
986,ME,0,2009_8,Maine
985,MD,18,2009_8,Maryland
984,MA,32,2009_8,Massachusetts
987,MI,20,2009_8,Michigan
988,MN,6,2009_8,Minnesota
990,MS,25,2009_8,Mississippi
989,MO,14,2009_8,Missouri
991,MT,80,2009_8,Montana
994,NE,24,2009_8,Nebraska
998,NV,16,2009_8,Nevada
995,NH,32,2009_8,New Hampshire
996,NJ,30,2009_8,New Jersey
997,NM,6,2009_8,New Mexico
999,NY,25,2009_8,New York
992,NC,12,2009_8,North Carolina
993,ND,171,2009_8,North Dakota
1000,OH,10,2009_8,Ohio
1001,OK,8,2009_8,Oklahoma
1002,OR,14,2009_8,Oregon
1003,PA,9,2009_8,Pennsylvania
1004,RI,28,2009_8,Rhode Island
1005,SC,29,2009_8,South Carolina
1006,SD,11,2009_8,South Dakota
1007,TN,11,2009_8,Tennessee
1008,TX,16,2009_8,Texas
1009,UT,10,2009_8,Utah
1011,VT,0,2009_8,Vermont
1010,VA,0,2009_8,Virginia
1012,WA,19,2009_8,Washington
1014,WV,68,2009_8,West Virginia
1013,WI,11,2009_8,Wisconsin
1015,WY,66,2009_8,Wyoming
1017,AL,39,2009_9,Alabama
1016,AK,21,2009_9,Alaska
1019,AZ,12,2009_9,Arizona
1018,AR,14,2009_9,Arkansas
1020,CA,0,2009_9,California
1021,CO,12,2009_9,Colorado
1022,CT,25,2009_9,Connecticut
1024,DE,17,2009_9,Delaware
1023,DC,0,2009_9,District of Columbia
1025,FL,14,2009_9,Florida
1026,GA,13,2009_9,Georgia
1027,HI,8,2009_9,Hawaii
1029,ID,18,2009_9,Idaho
1030,IL,23,2009_9,Illinois
1031,IN,16,2009_9,Indiana
1028,IA,26,2009_9,Iowa
1032,KS,64,2009_9,Kansas
1033,KY,21,2009_9,Kentucky
1034,LA,14,2009_9,Louisiana
1037,ME,0,2009_9,Maine
1036,MD,31,2009_9,Maryland
1035,MA,32,2009_9,Massachusetts
1038,MI,53,2009_9,Michigan
1039,MN,6,2009_9,Minnesota
1041,MS,42,2009_9,Mississippi
1040,MO,12,2009_9,Missouri
1042,MT,45,2009_9,Montana
1045,NE,4,2009_9,Nebraska
1049,NV,31,2009_9,Nevada
1046,NH,20,2009_9,New Hampshire
1047,NJ,38,2009_9,New Jersey
1048,NM,34,2009_9,New Mexico
1050,NY,22,2009_9,New York
1043,NC,43,2009_9,North Carolina
1044,ND,249,2009_9,North Dakota
1051,OH,7,2009_9,Ohio
1052,OK,26,2009_9,Oklahoma
1053,OR,34,2009_9,Oregon
1054,PA,28,2009_9,Pennsylvania
1055,RI,24,2009_9,Rhode Island
1056,SC,56,2009_9,South Carolina
1057,SD,38,2009_9,South Dakota
1058,TN,22,2009_9,Tennessee
1059,TX,18,2009_9,Texas
1060,UT,34,2009_9,Utah
1062,VT,0,2009_9,Vermont
1061,VA,8,2009_9,Virginia
1063,WA,17,2009_9,Washington
1065,WV,68,2009_9,West Virginia
1064,WI,5,2009_9,Wisconsin
1066,WY,32,2009_9,Wyoming
1221,AL,11,2010_1,Alabama
1220,AK,37,2010_1,Alaska
1223,AZ,16,2010_1,Arizona
1222,AR,10,2010_1,Arkansas
1224,CA,6,2010_1,California
1225,CO,21,2010_1,Colorado
1226,CT,24,2010_1,Connecticut
1228,DE,38,2010_1,Delaware
1227,DC,13,2010_1,District of Columbia
1229,FL,31,2010_1,Florida
1230,GA,30,2010_1,Georgia
1231,HI,0,2010_1,Hawaii
1233,ID,10,2010_1,Idaho
1234,IL,18,2010_1,Illinois
1235,IN,46,2010_1,Indiana
1232,IA,0,2010_1,Iowa
1236,KS,22,2010_1,Kansas
1237,KY,15,2010_1,Kentucky
1238,LA,27,2010_1,Louisiana
1241,ME,136,2010_1,Maine
1240,MD,2,2010_1,Maryland
1239,MA,28,2010_1,Massachusetts
1242,MI,20,2010_1,Michigan
1243,MN,6,2010_1,Minnesota
1245,MS,255,2010_1,Mississippi
1244,MO,28,2010_1,Missouri
1246,MT,93,2010_1,Montana
1249,NE,22,2010_1,Nebraska
1253,NV,22,2010_1,Nevada
1250,NH,10,2010_1,New Hampshire
1251,NJ,61,2010_1,New Jersey
1252,NM,60,2010_1,New Mexico
1254,NY,10,2010_1,New York
1247,NC,28,2010_1,North Carolina
1248,ND,20,2010_1,North Dakota
1255,OH,0,2010_1,Ohio
1256,OK,32,2010_1,Oklahoma
1257,OR,15,2010_1,Oregon
1258,PA,25,2010_1,Pennsylvania
1259,RI,30,2010_1,Rhode Island
1260,SC,22,2010_1,South Carolina
1261,SD,12,2010_1,South Dakota
1262,TN,18,2010_1,Tennessee
1263,TX,20,2010_1,Texas
1264,UT,9,2010_1,Utah
1266,VT,0,2010_1,Vermont
1265,VA,17,2010_1,Virginia
1267,WA,10,2010_1,Washington
1269,WV,126,2010_1,West Virginia
1268,WI,61,2010_1,Wisconsin
1270,WY,19,2010_1,Wyoming
1679,AL,4,2010_10,Alabama
1678,AK,33,2010_10,Alaska
1681,AZ,26,2010_10,Arizona
1680,AR,28,2010_10,Arkansas
1682,CA,27,2010_10,California
1683,CO,24,2010_10,Colorado
1684,CT,26,2010_10,Connecticut
1686,DE,20,2010_10,Delaware
1685,DC,27,2010_10,District of Columbia
1687,FL,26,2010_10,Florida
1688,GA,26,2010_10,Georgia
1689,HI,34,2010_10,Hawaii
1691,ID,39,2010_10,Idaho
1692,IL,27,2010_10,Illinois
1693,IN,26,2010_10,Indiana
1690,IA,18,2010_10,Iowa
1694,KS,23,2010_10,Kansas
1695,KY,12,2010_10,Kentucky
1696,LA,24,2010_10,Louisiana
1699,ME,20,2010_10,Maine
1698,MD,19,2010_10,Maryland
1697,MA,26,2010_10,Massachusetts
1700,MI,27,2010_10,Michigan
1701,MN,23,2010_10,Minnesota
1703,MS,19,2010_10,Mississippi
1702,MO,18,2010_10,Missouri
1704,MT,23,2010_10,Montana
1707,NE,22,2010_10,Nebraska
1711,NV,28,2010_10,Nevada
1708,NH,4,2010_10,New Hampshire
1709,NJ,26,2010_10,New Jersey
1710,NM,18,2010_10,New Mexico
1712,NY,26,2010_10,New York
1705,NC,23,2010_10,North Carolina
1706,ND,40,2010_10,North Dakota
1713,OH,26,2010_10,Ohio
1714,OK,18,2010_10,Oklahoma
1715,OR,26,2010_10,Oregon
1716,PA,28,2010_10,Pennsylvania
1717,RI,29,2010_10,Rhode Island
1718,SC,9,2010_10,South Carolina
1719,SD,26,2010_10,South Dakota
1720,TN,20,2010_10,Tennessee
1721,TX,24,2010_10,Texas
1722,UT,21,2010_10,Utah
1724,VT,4,2010_10,Vermont
1723,VA,12,2010_10,Virginia
1725,WA,31,2010_10,Washington
1727,WV,28,2010_10,West Virginia
1726,WI,34,2010_10,Wisconsin
1728,WY,44,2010_10,Wyoming
1730,AL,12,2010_11,Alabama
1729,AK,35,2010_11,Alaska
1732,AZ,26,2010_11,Arizona
1731,AR,30,2010_11,Arkansas
1733,CA,35,2010_11,California
1734,CO,24,2010_11,Colorado
1735,CT,31,2010_11,Connecticut
1737,DE,26,2010_11,Delaware
1736,DC,20,2010_11,District of Columbia
1738,FL,32,2010_11,Florida
1739,GA,29,2010_11,Georgia
1740,HI,27,2010_11,Hawaii
1742,ID,22,2010_11,Idaho
1743,IL,30,2010_11,Illinois
1744,IN,27,2010_11,Indiana
1741,IA,31,2010_11,Iowa
1745,KS,28,2010_11,Kansas
1746,KY,36,2010_11,Kentucky
1747,LA,11,2010_11,Louisiana
1750,ME,28,2010_11,Maine
1749,MD,40,2010_11,Maryland
1748,MA,32,2010_11,Massachusetts
1751,MI,41,2010_11,Michigan
1752,MN,30,2010_11,Minnesota
1754,MS,26,2010_11,Mississippi
1753,MO,26,2010_11,Missouri
1755,MT,18,2010_11,Montana
1758,NE,16,2010_11,Nebraska
1762,NV,22,2010_11,Nevada
1759,NH,34,2010_11,New Hampshire
1760,NJ,33,2010_11,New Jersey
1761,NM,28,2010_11,New Mexico
1763,NY,30,2010_11,New York
1756,NC,26,2010_11,North Carolina
1757,ND,16,2010_11,North Dakota
1764,OH,34,2010_11,Ohio
1765,OK,27,2010_11,Oklahoma
1766,OR,20,2010_11,Oregon
1767,PA,30,2010_11,Pennsylvania
1768,RI,26,2010_11,Rhode Island
1769,SC,17,2010_11,South Carolina
1770,SD,27,2010_11,South Dakota
1771,TN,28,2010_11,Tennessee
1772,TX,32,2010_11,Texas
1773,UT,40,2010_11,Utah
1775,VT,44,2010_11,Vermont
1774,VA,16,2010_11,Virginia
1776,WA,35,2010_11,Washington
1778,WV,60,2010_11,West Virginia
1777,WI,40,2010_11,Wisconsin
1779,WY,16,2010_11,Wyoming
1781,AL,16,2010_12,Alabama
1780,AK,24,2010_12,Alaska
1783,AZ,19,2010_12,Arizona
1782,AR,20,2010_12,Arkansas
1784,CA,33,2010_12,California
1785,CO,20,2010_12,Colorado
1786,CT,40,2010_12,Connecticut
1788,DE,30,2010_12,Delaware
1787,DC,23,2010_12,District of Columbia
1789,FL,26,2010_12,Florida
1790,GA,39,2010_12,Georgia
1791,HI,42,2010_12,Hawaii
1793,ID,31,2010_12,Idaho
1794,IL,29,2010_12,Illinois
1795,IN,33,2010_12,Indiana
1792,IA,21,2010_12,Iowa
1796,KS,21,2010_12,Kansas
1797,KY,32,2010_12,Kentucky
1798,LA,26,2010_12,Louisiana
1801,ME,12,2010_12,Maine
1800,MD,31,2010_12,Maryland
1799,MA,36,2010_12,Massachusetts
1802,MI,28,2010_12,Michigan
1803,MN,25,2010_12,Minnesota
1805,MS,33,2010_12,Mississippi
1804,MO,28,2010_12,Missouri
1806,MT,22,2010_12,Montana
1809,NE,24,2010_12,Nebraska
1813,NV,33,2010_12,Nevada
1810,NH,34,2010_12,New Hampshire
1811,NJ,38,2010_12,New Jersey
1812,NM,29,2010_12,New Mexico
1814,NY,30,2010_12,New York
1807,NC,24,2010_12,North Carolina
1808,ND,26,2010_12,North Dakota
1815,OH,29,2010_12,Ohio
1816,OK,39,2010_12,Oklahoma
1817,OR,25,2010_12,Oregon
1818,PA,35,2010_12,Pennsylvania
1819,RI,46,2010_12,Rhode Island
1820,SC,23,2010_12,South Carolina
1821,SD,49,2010_12,South Dakota
1822,TN,27,2010_12,Tennessee
1823,TX,30,2010_12,Texas
1824,UT,27,2010_12,Utah
1826,VT,48,2010_12,Vermont
1825,VA,8,2010_12,Virginia
1827,WA,33,2010_12,Washington
1829,WV,18,2010_12,West Virginia
1828,WI,47,2010_12,Wisconsin
1830,WY,34,2010_12,Wyoming
1272,AL,22,2010_2,Alabama
1271,AK,16,2010_2,Alaska
1274,AZ,10,2010_2,Arizona
1273,AR,12,2010_2,Arkansas
1275,CA,18,2010_2,California
1276,CO,15,2010_2,Colorado
1277,CT,10,2010_2,Connecticut
1279,DE,19,2010_2,Delaware
1278,DC,110,2010_2,District of Columbia
1280,FL,24,2010_2,Florida
1281,GA,35,2010_2,Georgia
1282,HI,40,2010_2,Hawaii
1284,ID,12,2010_2,Idaho
1285,IL,34,2010_2,Illinois
1286,IN,26,2010_2,Indiana
1283,IA,1,2010_2,Iowa
1287,KS,13,2010_2,Kansas
1288,KY,33,2010_2,Kentucky
1289,LA,45,2010_2,Louisiana
1291,MD,11,2010_2,Maryland
1290,MA,46,2010_2,Massachusetts
1292,MI,22,2010_2,Michigan
1293,MN,12,2010_2,Minnesota
1295,MS,0,2010_2,Mississippi
1294,MO,18,2010_2,Missouri
1296,MT,133,2010_2,Montana
1299,NE,7,2010_2,Nebraska
1303,NV,16,2010_2,Nevada
1300,NH,60,2010_2,New Hampshire
1301,NJ,43,2010_2,New Jersey
1302,NM,245,2010_2,New Mexico
1304,NY,41,2010_2,New York
1297,NC,28,2010_2,North Carolina
1298,ND,22,2010_2,North Dakota
1305,OH,18,2010_2,Ohio
1306,OK,21,2010_2,Oklahoma
1307,OR,33,2010_2,Oregon
1308,PA,36,2010_2,Pennsylvania
1309,RI,38,2010_2,Rhode Island
1310,SC,11,2010_2,South Carolina
1311,SD,32,2010_2,South Dakota
1312,TN,8,2010_2,Tennessee
1313,TX,28,2010_2,Texas
1314,UT,18,2010_2,Utah
1316,VT,5,2010_2,Vermont
1315,VA,12,2010_2,Virginia
1317,WA,19,2010_2,Washington
1319,WV,46,2010_2,West Virginia
1318,WI,34,2010_2,Wisconsin
1320,WY,18,2010_2,Wyoming
0,ME,0,2010_2,Maine
1322,AL,13,2010_3,Alabama
1321,AK,25,2010_3,Alaska
1324,AZ,18,2010_3,Arizona
1323,AR,6,2010_3,Arkansas
1325,CA,12,2010_3,California
1326,CO,17,2010_3,Colorado
1327,CT,37,2010_3,Connecticut
1329,DE,29,2010_3,Delaware
1328,DC,22,2010_3,District of Columbia
1330,FL,32,2010_3,Florida
1331,GA,33,2010_3,Georgia
1332,HI,237,2010_3,Hawaii
1334,ID,12,2010_3,Idaho
1335,IL,51,2010_3,Illinois
1336,IN,31,2010_3,Indiana
1333,IA,4,2010_3,Iowa
1337,KS,17,2010_3,Kansas
1338,KY,46,2010_3,Kentucky
1339,LA,23,2010_3,Louisiana
1342,ME,44,2010_3,Maine
1341,MD,62,2010_3,Maryland
1340,MA,46,2010_3,Massachusetts
1343,MI,31,2010_3,Michigan
1344,MN,22,2010_3,Minnesota
1346,MS,40,2010_3,Mississippi
1345,MO,42,2010_3,Missouri
1347,MT,110,2010_3,Montana
1350,NE,10,2010_3,Nebraska
1354,NV,19,2010_3,Nevada
1351,NH,30,2010_3,New Hampshire
1352,NJ,41,2010_3,New Jersey
1353,NM,94,2010_3,New Mexico
1355,NY,49,2010_3,New York
1348,NC,26,2010_3,North Carolina
1349,ND,48,2010_3,North Dakota
1356,OH,8,2010_3,Ohio
1357,OK,34,2010_3,Oklahoma
1358,OR,28,2010_3,Oregon
1359,PA,47,2010_3,Pennsylvania
1360,RI,18,2010_3,Rhode Island
1361,SC,18,2010_3,South Carolina
1362,SD,23,2010_3,South Dakota
1363,TN,24,2010_3,Tennessee
1364,TX,28,2010_3,Texas
1365,UT,18,2010_3,Utah
1367,VT,2,2010_3,Vermont
1366,VA,14,2010_3,Virginia
1368,WA,26,2010_3,Washington
1370,WV,96,2010_3,West Virginia
1369,WI,38,2010_3,Wisconsin
1371,WY,12,2010_3,Wyoming
1373,AL,105,2010_4,Alabama
1372,AK,53,2010_4,Alaska
1375,AZ,14,2010_4,Arizona
1374,AR,58,2010_4,Arkansas
1376,CA,15,2010_4,California
1377,CO,19,2010_4,Colorado
1378,CT,29,2010_4,Connecticut
1380,DE,16,2010_4,Delaware
1379,DC,74,2010_4,District of Columbia
1381,FL,48,2010_4,Florida
1382,GA,52,2010_4,Georgia
1383,HI,68,2010_4,Hawaii
1385,ID,14,2010_4,Idaho
1386,IL,30,2010_4,Illinois
1387,IN,38,2010_4,Indiana
1384,IA,26,2010_4,Iowa
1388,KS,12,2010_4,Kansas
1389,KY,39,2010_4,Kentucky
1390,LA,34,2010_4,Louisiana
1393,ME,9,2010_4,Maine
1392,MD,58,2010_4,Maryland
1391,MA,41,2010_4,Massachusetts
1394,MI,22,2010_4,Michigan
1395,MN,30,2010_4,Minnesota
1397,MS,41,2010_4,Mississippi
1396,MO,30,2010_4,Missouri
1398,MT,43,2010_4,Montana
1401,NE,46,2010_4,Nebraska
1405,NV,57,2010_4,Nevada
1402,NH,25,2010_4,New Hampshire
1403,NJ,68,2010_4,New Jersey
1404,NM,80,2010_4,New Mexico
1406,NY,52,2010_4,New York
1399,NC,40,2010_4,North Carolina
1400,ND,40,2010_4,North Dakota
